year,elo_diff,serve_diff,form_diff,label
2010,-313.00966579237684,-0.0,-0.25,0
2010,96.16641009479099,0.0,-0.023809523809523836,1
2010,-194.36819668956764,-0.0,-0.0,0
2010,-39.465391323157974,-0.0,-0.0,0
2010,406.0775311829452,0.07234602667523149,0.5277777777777778,1
2010,-40.18399477473076,-0.02068585747611207,0.06666666666666665,0
2010,-325.2517818516865,-0.04586014414558437,-0.48611111111111116,0
2010,-54.03540156770305,-0.0,-0.32,0
2010,-165.7209425442054,-0.017219919886264146,0.029761904761904767,1
2010,259.73842526664635,0.03338765333344684,0.21777777777777774,1
2010,96.48601994473165,0.01887422190954613,0.004255319148936176,1
2010,-322.9136841274717,-0.0,-0.6363636363636364,0
2010,-362.01572809178674,-0.013336137880039178,-0.13888888888888884,0
2010,246.1794949654909,-0.0,-0.16666666666666669,0
2010,80.39715771667193,0.0,0.0,1
2010,121.4079117918609,0.04597689562248519,0.19565217391304346,1
2010,-146.02318463760298,-0.07237332437234789,-0.08695652173913049,0
2010,-59.499409112374906,0.0,0.0,1
2010,117.9307828185099,0.03649321474094891,0.13961038961038968,0
2010,110.31518858685558,0.02163264833656997,0.011619718309859084,0
2010,48.43486235731598,-0.0,0.019607843137254943,0
2010,578.2111201537409,0.09731697415120877,0.5043149946062568,1
2010,-270.3690766448067,-0.0,-0.0,0
2010,83.82224751048466,-0.002553368817835744,0.07500000000000001,0
2010,-268.14812644426024,-0.08580809167483483,-0.4682539682539683,0
2010,-55.37507011698426,-0.0001266927559897546,-0.4186991869918699,1
2010,-54.773372888848144,0.009930767385269212,-0.3142857142857143,1
2010,25.027190566099762,-0.0070118552283081614,-0.05882352941176472,1
2010,-176.42626626513106,-0.016235979279752843,0.0357142857142857,1
2010,-382.01433944429004,-0.0,-0.8285714285714286,0
2010,49.1349010038241,-0.04441111706687528,0.031746031746031744,0
2010,-133.70684138580646,-0.07926954786812912,-0.4583333333333333,0
2010,130.4644214404891,-0.04126524841350743,0.11688311688311687,1
2010,127.32857409078042,0.0,-0.16666666666666669,1
2010,91.40508312803968,0.0,0.6,1
2010,44.2380770646555,0.03235671514114624,0.31060606060606066,1
2010,329.3088143716807,0.04233843195306708,0.19590643274853803,1
2010,303.48921804708675,-0.06519184433018521,0.0,1
2010,111.01121976255922,0.021573305256049724,0.18,1
2010,-20.027092922567135,-0.0,-0.1923076923076923,0
2010,227.0441369098703,0.0,0.0,1
2010,-460.51748280436846,-0.07860770580656118,-0.7174603174603176,0
2010,-188.14985043091247,-0.0359289520083772,-0.0871212121212121,0
2010,96.0268386353282,-0.04249582409816577,-0.26666666666666666,1
2010,113.09761056251546,-0.008705537758834536,0.042553191489361764,0
2010,-324.1621525919377,-0.07452346792375486,-0.38636363636363635,0
2010,52.6129083261053,0.0,0.32142857142857145,1
2010,-249.9880888006012,0.0,-0.6,1
2010,104.75328114941567,0.03205553627656832,-0.13636363636363635,0
2010,158.74594669709654,-0.019943571691672157,0.03962703962703962,1
2010,357.8933178654895,0.08543553033529816,0.4545454545454545,1
2010,-43.595409126319055,0.0,0.21428571428571427,1
2010,335.6630345066849,0.10724967149548148,0.3597560975609756,0
2010,-446.7217044427882,-0.058317275086063214,-0.21395348837209305,0
2010,266.6115452997292,0.019629778044925272,0.434065934065934,0
2010,-9.158695362162916,-0.0,-0.0,0
2010,177.23020825993308,0.0,-0.04999999999999999,1
2010,-283.0623470219348,-0.005656726330548367,-0.2796296296296297,0
2010,29.259992522084076,0.030728579772070552,-0.09523809523809523,1
2010,254.34424996103917,0.0,0.0,1
2010,-163.31416498187264,0.018166617366725757,-0.06380857427716846,0
2010,136.90173016535527,-0.010547180124737654,0.05270655270655278,1
2010,13.772734933849733,-0.05352050075928738,0.025000000000000022,0
2010,-65.52623595137356,-0.052091828628925585,-0.1333333333333333,0
2010,210.63629451785778,0.015915334073901888,0.2103174603174603,0
2010,-244.67551535909934,-0.0,-0.5,0
2010,103.93273023953748,-0.0,-0.0,0
2010,61.03486505061119,0.0,0.19444444444444442,1
2010,301.1208772082641,0.045072754010207716,0.0714285714285714,1
2010,457.3223927957222,0.0,0.7777777777777778,1
2010,227.55792074408987,0.04341486530251171,0.19991840065279476,1
2010,85.23084614195045,0.0009948187137596154,0.035714285714285726,1
2010,-37.150023831283306,0.019921553277719384,0.12121212121212116,0
2010,-115.4583132887301,0.0,-0.5,1
2010,212.2216815263596,0.0,-0.11363636363636365,1
2010,188.71898245134184,0.0,0.0,1
2010,-517.4677023214529,-0.10510324600341592,-0.493953488372093,1
2010,-384.7947549257565,-0.06567423265337635,-0.35487804878048784,0
2010,-29.446693483072522,-0.028369327101710695,0.05820105820105825,0
2010,-185.849869610038,0.014539949570178234,-0.1777777777777778,0
2010,-120.73906076656044,-0.07986609277857493,-0.2121212121212121,0
2010,-282.28656072574086,-0.027414572615306776,-0.19875943905070126,1
2010,-488.322281826755,-0.049548988007171446,-0.3637015781922526,0
2010,395.0850883276262,0.07236167758101764,0.3932038834951457,1
2010,343.26138294748694,0.0,0.19444444444444442,1
2010,19.695279991884718,-0.011144699453054518,-0.10634920634920642,1
2010,-234.81889288063758,-0.013964702687155994,-0.11043360433604343,0
2010,132.04092377344318,0.029865832536256187,0.027100271002710064,1
2010,-57.942780597021056,0.014904174989159524,-0.02777777777777779,1
2010,-650.390609258021,-0.07179675373897554,-0.6620209059233451,0
2010,-106.56802130260144,0.0,0.023809523809523836,1
2010,-559.5649438012615,-0.06647052517907959,-0.3298236018050048,0
2010,64.50866019196906,-0.045373390990728124,-0.08695652173913049,1
2010,218.72312943932775,0.0005633485267636518,0.06944444444444442,1
2010,-146.33876602537407,-0.02939393374867938,-0.29904761904761906,1
2010,-189.9179392588494,-0.020791876517999408,-0.2831168831168832,0
2010,316.6561418694089,0.05240825383892789,0.3888888888888889,1
2010,154.16488880701104,0.05170168584802726,0.17424242424242425,1
2010,208.12154173257068,0.05861080884244518,0.20284237726098187,1
2010,-211.23411688687338,-0.0,-0.0714285714285714,0
2010,-280.58892478158236,0.0355468568400108,-0.29629629629629634,0
2010,-43.59221420516997,0.0043912888609413114,-0.15546218487394958,0
2010,582.7524475387067,0.057393248955028175,0.47154471544715454,1
2010,-679.2506647211383,-0.0,-0.5598705501618124,0
2010,-67.22599035531402,-0.037058890964387636,-0.13480885311871232,0
2010,-151.47139995013663,-0.0,-0.0,0
2010,107.20974574246429,0.0038316261953363906,0.0,1
2010,171.25109691722923,0.003606959255570308,0.10620915032679734,1
2010,206.0135242214783,0.0,0.0,1
2010,-365.686252411263,-0.04443724316721365,-0.2777777777777778,0
2010,254.21825797952943,0.010385783927327807,0.12698412698412698,1
2010,458.17262613334674,0.0519958112492217,0.4022222222222222,1
2010,181.1830548555779,-0.032615026208503206,0.14141414141414144,1
2010,-242.97668411764244,-0.034305816900043196,-0.23344947735191646,0
2010,-167.38898149942543,0.024606898534485278,-0.15204386839481554,1
2010,12.719681581563691,0.023842721695482405,-0.11904761904761904,0
2010,-238.96874781838392,-0.0,-0.45,0
2010,-109.26637597303284,-0.0,-0.0,0
2010,-103.57578196856889,0.0,-0.020000000000000018,1
2010,58.94161379093066,0.0076985648054530564,0.06631944444444449,0
2010,-223.7130869728078,-0.0,-0.0,0
2010,292.28342444968393,-0.0,0.4772727272727273,0
2010,236.2654364510745,0.0,0.0892857142857143,1
2010,32.212424288090915,0.035593478129649636,0.046875,1
2010,-100.07774102372241,0.046527185977087826,0.18055555555555558,1
2010,-63.468543829254486,0.0,-0.013333333333333308,1
2011,282.56166501935536,-0.003298671789974228,0.21176470588235297,1
2011,-309.2358943971208,-0.011938654920498393,-0.19323671497584538,1
2011,210.38314836264044,0.0598875823351499,0.2888888888888889,1
2011,-185.4808350965195,-0.0,-0.0,0
2011,671.5284886770073,0.10928007738635248,0.5735294117647058,1
2011,-201.84579631811266,-0.02920612089975627,-0.4375,0
2011,325.23706343135154,0.03165874554866488,0.3818181818181818,0
2011,42.43699972091554,0.0,0.0,1
2011,-32.1336710771252,-0.0,-0.2222222222222222,0
2011,49.21785294797519,0.0,0.4,1
2011,-390.64682858045353,-0.0,-0.49565217391304345,0
2011,135.11682254260177,0.011548513278470618,0.06209150326797386,1
2011,-189.26859526669978,-0.014950116015389536,-0.16450216450216454,0
2011,80.38346201314812,-0.021726310430410956,0.07954545454545453,1
2011,105.50620038711327,0.0,0.0,1
2011,2.8537586977313367,0.015621992265356655,-0.0304347826086957,1
2011,143.14990814495877,-0.0,0.01282051282051283,0
2011,-468.69694316119603,-0.0,-0.6296296296296297,0
2011,189.9653723149636,0.028348681651132468,0.14880952380952378,1
2011,226.8308787482879,0.0,0.47619047619047616,1
2011,441.6698556249339,0.11698703674012312,0.5234042553191489,1
2011,-549.6906093992816,-0.07036844287011201,-0.5777777777777778,0
2011,74.22698933167521,0.0,0.42857142857142855,1
2011,252.3856564844773,0.0,0.5333333333333333,1
2011,-295.4440396084401,0.003471938089615767,-0.25,0
2011,102.8146656427391,-0.013788734349775567,0.12450748620961383,0
2011,266.7014565895315,0.028637770897832815,0.16565656565656572,1
2011,-49.95100558599256,-0.0315581854043393,-0.33333333333333337,0
2011,121.1241328027636,0.0,-0.13333333333333336,1
2011,-409.38217293710545,-0.0,-0.5862068965517241,0
2011,223.471050037228,0.03152624038263008,0.18589743589743596,1
2011,-150.3201351708567,0.012105136038399356,-0.32051282051282054,0
2011,-28.113672140883637,-0.033105810072427855,0.178021978021978,0
2011,231.71602801537097,0.0008197289102005456,0.08766233766233766,0
2011,115.04056253501403,0.0,0.25,1
2011,-12.787352190501224,-0.08477459369768592,-0.08673469387755106,0
2011,-71.91638771542739,0.015278960049631363,-0.0535714285714286,1
2011,166.7164192612497,0.027243802252119087,0.25490196078431376,1
2011,-163.4863015190399,-0.0,-0.48,0
